stamp,batch,case_id,coord,coord_value,status,last_step,total_steps,last_val_loss,failure_kind,hardware_family,gpuv,matrix_lr_mult,precond_lr_mult,matrix_beta1_om_mult,aux_lr_mult,aux_beta1_om_mult,aux_beta2_om_mult,aux_cooldown_frac,hidden_cooldown_frac
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0000_psgdh_core_128k_center_1,center,center,DONE,13000,13000,3.37799,,H20,NVIDIA_H20,1,1,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0001_psgdh_core_128k_matrix_lr_0p5,matrix_lr,0.5,DONE,13000,13000,3.26928,,H20,NVIDIA_H20,0.5,1,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0002_psgdh_core_128k_matrix_lr_0p707106781187,matrix_lr,0.707106781187,DONE,13000,13000,3.29561,,H20,NVIDIA_H20,0.707106781187,1,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0003_psgdh_core_128k_matrix_lr_1p41421356237,matrix_lr,1.41421356237,DONE,13000,13000,3.48317,,H20,NVIDIA_H20,1.41421356237,1,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0004_psgdh_core_128k_matrix_lr_2,matrix_lr,2,DONE,13000,13000,3.55251,,H20,NVIDIA_H20,2,1,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0005_psgdh_core_128k_precond_lr_0p5,precond_lr,0.5,DONE,13000,13000,3.39285,,H20,NVIDIA_H20,1,0.5,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0006_psgdh_core_128k_precond_lr_0p707106781187,precond_lr,0.707106781187,DONE,13000,13000,3.38353,,H20,NVIDIA_H20,1,0.707106781187,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0007_psgdh_core_128k_precond_lr_1p41421356237,precond_lr,1.41421356237,DONE,13000,13000,3.36694,,H20,NVIDIA_H20,1,1.41421356237,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0008_psgdh_core_128k_precond_lr_2,precond_lr,2,DONE,13000,13000,3.35646,,H20,NVIDIA_H20,1,2,1,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0009_psgdh_core_128k_matrix_beta1_om_0p5,matrix_beta1_om,0.5,DONE,13000,13000,3.44524,,H20,NVIDIA_H20,1,1,0.5,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0010_psgdh_core_128k_matrix_beta1_om_0p707106781187,matrix_beta1_om,0.707106781187,DONE,13000,13000,3.41257,,H20,NVIDIA_H20,1,1,0.707106781187,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0011_psgdh_core_128k_matrix_beta1_om_1p41421356237,matrix_beta1_om,1.41421356237,DONE,13000,13000,3.3381,,H20,NVIDIA_H20,1,1,1.41421356237,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0012_psgdh_core_128k_matrix_beta1_om_2,matrix_beta1_om,2,DONE,13000,13000,3.30345,,H20,NVIDIA_H20,1,1,2,1,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0013_psgdh_core_128k_aux_lr_global_0p5,aux_lr_global,0.5,DONE,13000,13000,3.37916,,H20,NVIDIA_H20,1,1,1,0.5,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0014_psgdh_core_128k_aux_lr_global_0p707106781187,aux_lr_global,0.707106781187,DONE,13000,13000,3.37553,,H20,NVIDIA_H20,1,1,1,0.707106781187,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0015_psgdh_core_128k_aux_lr_global_1p41421356237,aux_lr_global,1.41421356237,DONE,13000,13000,3.3742,,H20,NVIDIA_H20,1,1,1,1.41421356237,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0016_psgdh_core_128k_aux_lr_global_2,aux_lr_global,2,DONE,13000,13000,3.371,,H20,NVIDIA_H20,1,1,1,2,1,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0017_psgdh_core_128k_aux_beta1_om_0p5,aux_beta1_om,0.5,DONE,13000,13000,3.38212,,H20,NVIDIA_H20,1,1,1,1,0.5,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0018_psgdh_core_128k_aux_beta1_om_0p707106781187,aux_beta1_om,0.707106781187,DONE,13000,13000,3.38119,,H20,NVIDIA_H20,1,1,1,1,0.707106781187,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0019_psgdh_core_128k_aux_beta1_om_1p41421356237,aux_beta1_om,1.41421356237,DONE,13000,13000,3.37535,,H20,NVIDIA_H20,1,1,1,1,1.41421356237,1,0.5,1
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0020_psgdh_core_128k_aux_beta1_om_2,aux_beta1_om,2,DONE,13000,13000,3.37079,,H20,NVIDIA_H20,1,1,1,1,2,1,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0021_psgdh_core_128k_aux_beta2_om_0p5,aux_beta2_om,0.5,DONE,13000,13000,3.37244,,H20,NVIDIA_H20,1,1,1,1,1,0.5,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0022_psgdh_core_128k_aux_beta2_om_0p707106781187,aux_beta2_om,0.707106781187,DONE,13000,13000,3.3755,,H20,NVIDIA_H20,1,1,1,1,1,0.707106781187,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0023_psgdh_core_128k_aux_beta2_om_1p41421356237,aux_beta2_om,1.41421356237,DONE,13000,13000,3.37811,,H20,NVIDIA_H20,1,1,1,1,1,1.41421356237,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0024_psgdh_core_128k_aux_beta2_om_2,aux_beta2_om,2,DONE,13000,13000,3.38257,,H20,NVIDIA_H20,1,1,1,1,1,2,0.5,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0025_psgdh_core_128k_aux_cooldown_frac_0,aux_cooldown_frac,0,DONE,13000,13000,3.40726,,H20,NVIDIA_H20,1,1,1,1,1,1,0,1
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0026_psgdh_core_128k_aux_cooldown_frac_0p2,aux_cooldown_frac,0.2,DONE,13000,13000,3.37631,,H20,NVIDIA_H20,1,1,1,1,1,1,0.2,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0027_psgdh_core_128k_aux_cooldown_frac_0p4,aux_cooldown_frac,0.4,DONE,13000,13000,3.37536,,H20,NVIDIA_H20,1,1,1,1,1,1,0.4,1
pretraining_psgdh_pcd_128k_r0_ladder_20260828_0855,128k,0028_psgdh_core_128k_aux_cooldown_frac_0p6,aux_cooldown_frac,0.6,DONE,13000,13000,3.37907,,H20,NVIDIA_H20,1,1,1,1,1,1,0.6,1
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0029_psgdh_core_128k_aux_cooldown_frac_0p8,aux_cooldown_frac,0.8,DONE,13000,13000,3.38384,,H20,NVIDIA_H20,1,1,1,1,1,1,0.8,1
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0030_psgdh_core_128k_matrix_cooldown_frac_0p6,matrix_cooldown_frac,0.6,DONE,13000,13000,3.4689,,H20,NVIDIA_H20,1,1,1,1,1,1,0.5,0.6
pretraining_psgdh_pcd_128k_r0_recovery7_compilefix_20260828_1301,128k,0031_psgdh_core_128k_matrix_cooldown_frac_0p8,matrix_cooldown_frac,0.8,DONE,13000,13000,3.42923,,H20,NVIDIA_H20,1,1,1,1,1,1,0.5,0.8
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0000_psgdh_core_128k_center_1,center,center,DONE,13000,13000,3.27196,,H20,NVIDIA_H20,0.5,2,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0001_psgdh_core_128k_matrix_lr_0p5,matrix_lr,0.25,DONE,13000,13000,3.32123,,H20,NVIDIA_H20,0.25,2,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0002_psgdh_core_128k_matrix_lr_0p707106781187,matrix_lr,0.353553390593,DONE,13000,13000,3.28968,,H20,NVIDIA_H20,0.353553390593,2,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0003_psgdh_core_128k_matrix_lr_1p41421356237,matrix_lr,0.707106781187,DONE,13000,13000,3.27115,,H20,NVIDIA_H20,0.707106781187,2,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0004_psgdh_core_128k_matrix_lr_2,matrix_lr,1,DONE,13000,13000,3.29564,,H20,NVIDIA_H20,1,2,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0005_psgdh_core_128k_precond_lr_0p5,precond_lr,1,DONE,13000,13000,3.26396,,H20,NVIDIA_H20,0.5,1,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0006_psgdh_core_128k_precond_lr_0p707106781187,precond_lr,1.41421356237,DONE,13000,13000,3.2692,,H20,NVIDIA_H20,0.5,1.41421356237,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0007_psgdh_core_128k_precond_lr_1p41421356237,precond_lr,2.82842712475,DONE,13000,13000,nan,nan_or_divergence,H20,NVIDIA_H20,0.5,2.82842712475,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0008_psgdh_core_128k_precond_lr_2,precond_lr,4,DONE,13000,13000,nan,nan_or_divergence,H20,NVIDIA_H20,0.5,4,2,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0009_psgdh_core_128k_matrix_beta1_om_0p5,matrix_beta1_om,1,DONE,13000,13000,3.26969,,H20,NVIDIA_H20,0.5,2,1,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0010_psgdh_core_128k_matrix_beta1_om_0p707106781187,matrix_beta1_om,1.41421356237,DONE,13000,13000,3.26954,,H20,NVIDIA_H20,0.5,2,1.41421356237,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0011_psgdh_core_128k_matrix_beta1_om_1p41421356237,matrix_beta1_om,2.82842712475,DONE,13000,13000,3.27682,,H20,NVIDIA_H20,0.5,2,2.82842712475,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0012_psgdh_core_128k_matrix_beta1_om_2,matrix_beta1_om,4,DONE,13000,13000,3.2835,,H20,NVIDIA_H20,0.5,2,4,2,2,0.5,0.5,1
pretraining_psgdh_pcd_128k_r1_centered_20260828_1433,128k,0013_psgdh_core_128k_aux_lr_global_0p5,aux_lr_global,1,DONE,13000,13000,3.27144,,H20,NVIDIA_H20,0.5,2,2,1,2,0.5,0.5,1
